transaction_id,name,email,phone,address,purchased_item,price
t-780599,Kimberly Taylor,kimberly.taylor@example.com,+1-309-590-3467x34095,"38016 Joseph Ferry Suite 517, Johnview, MN 53253",Retro mobile phone,278
t-652267,Jonathan Mcclain,jonathan.mcclain@example.com,001-264-461-9834x8533,"255 Davis Prairie, New Kerri, AR 69178",Fancy camera,352
t-519571,Casey Zamora,casey.zamora@example.com,509.537.8090x86911,"USS Gomez, FPO AE 44934",Yet another laptop,855
t-820587,Katie Barton,katie.barton@example.com,270-824-1911,"0203 Ashley Branch Apt. 051, South Amandahaven, AZ 24792",Retro mobile phone,435
t-972689,Michael Jennings,michael.jennings@example.com,4057039530,"10407 Peterson Trail, New Amanda, MP 89026",Cool tablet,754
t-650035,Priscilla Flores,priscilla.flores@example.com,458-244-5187,"9709 Edwards Point, Montgomeryburgh, NC 77908",Nice headphones,489
t-589457,Holly Campbell,holly.campbell@example.com,968-606-3757,"2585 Case Overpass, Larryhaven, PW 23652",Nice headphones,794
t-346523,Daniel Simpson,daniel.simpson@example.com,(829)549-7248x0385,"PSC 8440, Box 4302, APO AE 38275",Yet another laptop,705
t-529157,Christina Baker,christina.baker@example.com,922.823.0027x128,"4142 King Garden, Williamschester, KY 38669",Nice headphones,1077
t-842223,Sydney Davis,sydney.davis@example.com,(569)772-3204,"947 Abbott Junctions Apt. 681, West Daniel, RI 34561",Retro mobile phone,519
t-408061,Haley Arellano,haley.arellano@example.com,800.678.7901,"79656 Jasmin Haven, Wernerport, PA 39004",Nice headphones,1024
t-327784,Eric Clay,eric.clay@example.com,001-304-292-6169x466,"4749 Jill Walk Apt. 263, Cooperland, NH 03728",Retro mobile phone,915
t-635806,Nathan Taylor,nathan.taylor@example.com,(907)979-2031x74685,"58434 Karen Avenue Apt. 893, Pageborough, SC 59762",Yet another laptop,643
t-779077,Ronald Young MD,ronald.young@example.com,240.322.0080,"USNS Green, FPO AA 45561",Retro mobile phone,109
t-255219,Lisa Taylor,lisa.taylor@example.com,001-559-750-2115,"36901 Lynn Place Apt. 558, North Cynthia, GU 19287",Retro mobile phone,1080
t-416456,Dr. Dawn Sanchez,dr..dawn@example.com,655.608.2496x725,"3101 Watson Parkways Apt. 189, East Kathleenborough, AS 48073",Yet another laptop,913
t-793940,Maria Scott,maria.scott@example.com,261-802-6422x928,"3322 John Tunnel Apt. 334, New Laurashire, AS 71428",Retro mobile phone,1094
t-673508,Amanda Nelson,amanda.nelson@example.com,+1-746-659-9193x9550,"27881 Katie Island Apt. 127, Tracyfort, GU 74867",Fancy camera,901
t-786359,Timothy Lambert,timothy.lambert@example.com,+1-508-498-1515x5960,"0627 Jeffery Shoal Apt. 834, Kellychester, ND 85072",Yet another laptop,762
t-989672,Jillian Holland,jillian.holland@example.com,001-907-894-1305x14843,"3453 Nelson Walk, Garciaton, WI 28195",Nice headphones,138
t-932710,Jennifer Long,jennifer.long@example.com,260-911-4732x2539,"9993 Anderson Light, Cynthiaside, WA 67880",Cool tablet,242
t-460207,Rebecca Brown,rebecca.brown@example.com,473.897.1484,"0036 Campbell Via Apt. 435, Jenniferfurt, ID 89223",Retro mobile phone,233
t-193564,Cody Melton,cody.melton@example.com,(529)564-4537,"870 Lisa Mountains Apt. 923, New Charlesstad, TN 72738",Fancy camera,416
t-295446,Timothy Johnson,timothy.johnson@example.com,+1-384-616-7073,"1244 Stacy Wall, Kennedychester, SD 59018",Yet another laptop,988
t-792654,John Chen,john.chen@example.com,551-993-5955x591,"2948 Katherine Drive, Anthonyland, PA 53779",Retro mobile phone,1119
t-368427,Peter Spencer,peter.spencer@example.com,479.602.6430x180,"53532 Roberts Corner Suite 312, Port Susanfort, MA 12972",Nice headphones,219
t-339732,Teresa Allison,teresa.allison@example.com,(767)270-9601x32494,"USCGC Serrano, FPO AP 77385",Retro mobile phone,1198
t-698466,Tyler Miller,tyler.miller@example.com,001-370-962-7171x7628,"97581 Patterson Throughway Apt. 704, East Patriciaton, DE 36646",Fancy camera,659
t-617898,Corey Johnson,corey.johnson@example.com,822-980-7348,"34700 Gonzales Wall, Daniellemouth, VI 21507",Retro mobile phone,895
t-420151,Rodney Garcia,rodney.garcia@example.com,(597)369-0850,"04310 Blackwell Shoal Suite 444, East Coltonfurt, NJ 98104",Retro mobile phone,667
t-952512,Eric Daniels,eric.daniels@example.com,+1-983-511-6281x039,"84870 Michael Hills, Gillview, FL 83710",Nice headphones,884
t-382761,Cassandra Cameron,cassandra.cameron@example.com,(838)271-9544x22927,"424 Danny Gateway, West Danielfurt, HI 91185",Nice headphones,671
t-556499,Barry Johnson,barry.johnson@example.com,+1-562-816-7554,"180 Booth Port, West Janetstad, IL 11812",Nice headphones,1127
t-873394,Jennifer Vasquez,jennifer.vasquez@example.com,+1-351-968-2442,"697 Ryan Cove, South Emily, NV 85325",Retro mobile phone,803
t-497355,Donna Ramos,donna.ramos@example.com,(264)641-4688,"5406 Harris Inlet Suite 302, Deannaview, MI 75564",Yet another laptop,870
t-392405,Chloe Thompson,chloe.thompson@example.com,999-848-9030x00362,"52573 Lindsey Turnpike, Rachelshire, MD 21141",Retro mobile phone,844
t-650099,Jessica Williams,jessica.williams@example.com,946-884-8029,"90964 Jessica Camp Apt. 330, Rosarioview, MI 61888",Cool tablet,781
t-570933,John Morrow,john.morrow@example.com,352-214-9315x05049,"04760 Nichols Valleys, Lindseyhaven, NY 08156",Yet another laptop,97
t-773211,Vanessa Bradford,vanessa.bradford@example.com,+1-532-216-9676x4105,"1887 Pham Turnpike Suite 379, Kyleland, UT 97808",Fancy camera,538
t-897384,Luke Kelley,luke.kelley@example.com,+1-446-530-8187,"278 Hill Street, Joneston, WI 91621",Cool tablet,618
t-346965,Brian Anderson,brian.anderson@example.com,001-358-902-8670,"10516 Perez Trafficway Suite 957, Woodsshire, NJ 90378",Fancy camera,1108
t-233095,Michael Horton,michael.horton@example.com,322.974.8152x424,"USS Jones, FPO AE 83518",Retro mobile phone,253
t-682661,Marcus Cortez,marcus.cortez@example.com,(449)851-9041,"605 Gates Haven, Anthonyfort, ND 33319",Nice headphones,759
t-977339,Bradley Howell,bradley.howell@example.com,483.269.2071,"86867 Johnson Tunnel Apt. 647, Jenniferland, NH 97892",Fancy camera,955
t-814271,Regina Levy,regina.levy@example.com,+1-846-558-8925x79654,"96650 Ellis Plains Suite 046, East Sabrina, IN 93964",Fancy camera,459
t-638229,Damon Sampson,damon.sampson@example.com,+1-777-729-9496x6752,"856 Smith Pines, North Matthewbury, IN 78530",Retro mobile phone,1124
t-416739,Lisa Mcclain,lisa.mcclain@example.com,(725)361-8725,"625 Zachary Haven Apt. 078, Pagehaven, ND 11237",Fancy camera,1024
t-647520,Chelsea Anderson,chelsea.anderson@example.com,599.932.4495x9710,"27881 Knapp Gateway, South Kathrynberg, WI 08680",Fancy camera,488
t-789532,George Dixon,george.dixon@example.com,001-886-551-8838x2164,"639 Megan Valley Apt. 647, Port Kelseybury, AZ 10052",Yet another laptop,1155
t-523383,Christine Scott,christine.scott@example.com,+1-463-309-6202x6936,"04076 Sandra Estates Suite 662, Deanville, WI 84037",Fancy camera,101
t-714747,Brian Woods,brian.woods@example.com,(529)822-1461x36626,"921 Alicia View Apt. 398, West Thomas, MO 08645",Retro mobile phone,55
t-111167,Bobby Bautista,bobby.bautista@example.com,693-938-8355,"71695 Smith Forest Suite 355, Rogerstown, IA 95959",Fancy camera,1101
t-331260,Sandra Holmes,sandra.holmes@example.com,504-274-8497,"75002 Kayla Islands Suite 787, Griffinburgh, PW 40497",Retro mobile phone,128
t-502641,Shawn French,shawn.french@example.com,942-206-0431,"879 Mitchell Village, East Pamela, OR 08843",Cool tablet,311
t-985790,Ann Williams,ann.williams@example.com,838.615.7007x445,"89057 Richard Loop Apt. 130, Josephmouth, MA 79410",Fancy camera,619
t-647940,Nicholas Figueroa,nicholas.figueroa@example.com,952-392-7849,"50342 Green Harbor Suite 398, Jordanland, NV 88264",Retro mobile phone,232
t-704993,John Rangel,john.rangel@example.com,4308749964,"USNV Lee, FPO AP 53459",Fancy camera,1087
t-188150,Kevin Wilson,kevin.wilson@example.com,(722)639-0661,"9316 Mahoney Ramp, North Katherinetown, WA 72679",Yet another laptop,689
t-957889,Heather Gardner,heather.gardner@example.com,786.934.0344x98060,"22343 Morales Landing, Lewishaven, IL 10772",Yet another laptop,292
t-529791,Taylor Davis,taylor.davis@example.com,365-562-5417,"092 Steele Freeway, Jackhaven, TX 43989",Cool tablet,419
t-338979,Rachel Carter,rachel.carter@example.com,+1-734-663-7525,"17243 Johnson Forge Suite 512, Smithfurt, MD 12284",Fancy camera,895
t-737638,Jerry Jones,jerry.jones@example.com,990.939.7877,"1260 Miller Shoal, Bryantberg, ME 24380",Fancy camera,907
t-874298,Keith Stone,keith.stone@example.com,847.639.6416x18409,"24161 Mary Summit Apt. 041, Jeremiahmouth, PA 03532",Nice headphones,788
t-516348,Julie Davis,julie.davis@example.com,(344)493-2162x16029,"3365 Randy Inlet, Kathleenport, MP 55285",Retro mobile phone,939
t-260457,John Reyes,john.reyes@example.com,001-968-999-1916x3163,"090 Jones Rapid Suite 990, Mckeeport, TX 33642",Yet another laptop,1175
t-474819,Diane Rose,diane.rose@example.com,739-397-1195,"58759 Dakota Spur, East Douglasview, CO 54494",Retro mobile phone,621
t-631691,Jason Foster,jason.foster@example.com,(683)494-6526x5883,"65222 Mary Shoal Apt. 932, Johnsonport, ID 93579",Cool tablet,1193
t-652971,Jeffrey Baker,jeffrey.baker@example.com,+1-480-665-9747x449,"002 Bailey Causeway, Leroyview, AZ 09385",Cool tablet,903
t-912687,Jillian Hobbs,jillian.hobbs@example.com,(904)914-8339,"2679 Flores Lake, Francistown, NE 78935",Yet another laptop,461
t-215454,Yvonne Tate,yvonne.tate@example.com,+1-782-652-1391x35070,"90766 Clark Crossroad Suite 049, Port Michaelport, NY 61833",Cool tablet,915
t-349835,Tabitha Tyler DDS,tabitha.tyler@example.com,969.970.5025,"62356 Audrey Alley Suite 505, East Jason, TX 11794",Cool tablet,356
t-113421,George Kerr,george.kerr@example.com,(362)342-9116,"209 Whitney Trace Suite 767, Marshallstad, VT 87131",Retro mobile phone,349
t-271344,Michael Sullivan,michael.sullivan@example.com,620-968-8094x87678,"6956 Riley Ville Apt. 622, Jerryfurt, AR 32092",Retro mobile phone,789
t-127374,Matthew Stuart,matthew.stuart@example.com,565-972-6878,"518 Arnold Common, Baileychester, CT 80087",Retro mobile phone,80
t-396977,Dr. Jeanette Baker,dr..jeanette@example.com,+1-356-936-3110,"31991 Sarah Springs, Englishville, IA 22855",Cool tablet,1025
t-259525,Haley Mcpherson,haley.mcpherson@example.com,+1-814-234-4742,"7103 Jerry Locks Apt. 974, Aguilarburgh, SD 36560",Nice headphones,188
t-969010,Jennifer Matthews,jennifer.matthews@example.com,5852483533,"25715 Casey Fords, East Angelicafurt, MD 59030",Retro mobile phone,895
t-941757,Frances Ryan,frances.ryan@example.com,+1-754-999-1986x989,"597 Howard Streets, Rebeccaport, NH 75625",Fancy camera,642
t-187569,Ashley Pham,ashley.pham@example.com,(452)974-4639x3999,"993 John Springs Apt. 270, Carterton, NH 40171",Cool tablet,203
t-590953,Jacqueline Herrera DVM,jacqueline.herrera@example.com,668-999-6024,"309 Sarah Prairie Apt. 114, Thompsonmouth, UT 28196",Retro mobile phone,268
t-303324,Danielle Weaver,danielle.weaver@example.com,311-251-4585x302,"97678 Harold Haven Suite 694, East Rebeccaville, MD 67562",Retro mobile phone,839
t-933909,Ashley Willis,ashley.willis@example.com,7907670410,"66159 Taylor Trafficway, North Johnport, OR 50435",Yet another laptop,409
t-159439,Kathy Young,kathy.young@example.com,283.359.6184x086,"19789 Johnson Turnpike Apt. 065, Richardtown, MP 82691",Fancy camera,997
t-477443,Carolyn Young,carolyn.young@example.com,517.660.7951x58422,"25130 Brian Track, Greerstad, OR 11877",Yet another laptop,275
t-838601,Erica Baker,erica.baker@example.com,427-280-8153,"27067 Frey Wall, West Amandabury, PA 04281",Yet another laptop,919
t-681873,Scott Williams,scott.williams@example.com,+1-428-698-6290x24991,"180 Sarah Roads Suite 574, South Kimberly, ID 62058",Cool tablet,147
t-274920,Tyler Lopez,tyler.lopez@example.com,(472)985-2460x54695,"2257 Evans Forks Suite 643, Lake Carl, ID 69512",Retro mobile phone,101
t-212003,Christopher Wright,christopher.wright@example.com,+1-528-215-1917x95773,"17947 Brewer Valleys, East Keith, VI 90381",Yet another laptop,953
t-338109,Jorge Williams,jorge.williams@example.com,(458)252-7427,"41731 Kelly Spurs, Oconnorberg, NY 37957",Yet another laptop,518
t-883653,Victoria Lopez,victoria.lopez@example.com,989.504.1746,"333 Cassie Walks Suite 896, West Jessica, SC 90665",Cool tablet,372
t-704286,Grant Wilson,grant.wilson@example.com,(844)998-3678,"610 Sophia Neck, Steventon, MI 89296",Cool tablet,366
t-463114,Mark Pruitt,mark.pruitt@example.com,641-661-9168x509,"320 Goodman Squares Apt. 899, Debraside, ND 56860",Fancy camera,1130
t-153688,Eric Scott,eric.scott@example.com,+1-949-291-7633x2695,"62244 Khan Divide, Wilsonfurt, SC 73843",Cool tablet,852
t-511803,Natalie Johnson,natalie.johnson@example.com,488-672-1985,"2179 Amanda Curve Suite 568, Erikahaven, AL 20319",Fancy camera,86
t-346798,Stanley Hernandez,stanley.hernandez@example.com,737-515-6528x30086,"USNS Rush, FPO AA 02090",Fancy camera,317
t-936094,Amanda Phillips,amanda.phillips@example.com,+1-971-356-5994x72730,"17339 Andersen Road, Daniellestad, WY 42659",Fancy camera,520
t-927733,Melanie Anderson,melanie.anderson@example.com,(215)441-8858x74312,"2670 Myers Wells, Melissaview, AZ 36275",Retro mobile phone,400
t-828008,Gary Bradley,gary.bradley@example.com,(919)621-8859x108,"6104 Anthony Canyon, Sylviafurt, NC 61335",Fancy camera,783
t-613182,Thomas Pearson,thomas.pearson@example.com,709.794.2792x28433,"13039 Williams Islands, Samanthaberg, NC 23073",Cool tablet,1164
t-493472,Carol Donovan,carol.donovan@example.com,382.281.0425,"154 Dean Glen, Garrettborough, AZ 66487",Fancy camera,302
t-907803,Angela Valdez,angela.valdez@example.com,5007717795,"812 Morris Place Suite 556, North Timothy, SD 14447",Nice headphones,1028
t-550057,Brian Hebert,brian.hebert@example.com,901.976.5123x685,"309 Scott Burgs, East Jessicamouth, NV 80659",Fancy camera,440
t-289818,Peter Cooke,peter.cooke@example.com,(760)707-5045x6245,"USNV Martin, FPO AE 72065",Nice headphones,179
t-236553,Patricia Robertson,patricia.robertson@example.com,613-589-0524x0923,"64817 Wood Terrace Apt. 616, Bellstad, ID 75596",Retro mobile phone,274
t-960789,Stephen Webb,stephen.webb@example.com,7255064373,"USS Rodriguez, FPO AE 27533",Retro mobile phone,316
t-319806,Mr. Harold Kelly PhD,mr..harold@example.com,236.945.7244x543,"6928 Timothy Skyway Apt. 017, Nancymouth, NM 66118",Fancy camera,648
t-931776,Brittany Allen,brittany.allen@example.com,269-634-4172x670,"7725 Michael Highway Apt. 173, Lake Carlaland, FM 54365",Yet another laptop,1051
t-128087,Brandon Jenkins,brandon.jenkins@example.com,662.362.9420x48809,"1844 Abigail Parkways, Brownchester, NY 35593",Nice headphones,1121
t-847022,Mark Moreno,mark.moreno@example.com,751-987-8519,"533 Jerry Crossing, Vanceton, NV 01236",Cool tablet,827
t-328783,Charles Medina,charles.medina@example.com,001-270-971-7378,"82670 Mcgrath Vista Apt. 786, Suttonfurt, SC 11132",Cool tablet,503
t-425719,Dakota Tran,dakota.tran@example.com,4674204532,"35665 Blake Lakes, East Patriciaville, FM 93277",Yet another laptop,464
t-895311,Austin Rogers,austin.rogers@example.com,001-639-286-2558,"14397 Mark Lights Apt. 165, East Elainehaven, NJ 99891",Yet another laptop,829
t-421572,Austin Wong,austin.wong@example.com,+1-825-711-0138,"58167 Vazquez Walks, Bettyton, ME 77803",Yet another laptop,1169
t-332981,Edward Becker,edward.becker@example.com,5484610366,"2154 Melton Spur Apt. 635, Ronaldtown, MD 13125",Nice headphones,1005
t-541752,Gary King,gary.king@example.com,001-269-758-5275x5097,"USCGC Obrien, FPO AE 69612",Nice headphones,736
t-491801,Sandra Johnson,sandra.johnson@example.com,001-912-777-7338x11377,"112 Krystal Stravenue, Corytown, WV 23738",Cool tablet,675
t-186376,Courtney Lee,courtney.lee@example.com,411.905.4708x1453,"33555 Foster Junctions, North Juan, VA 76970",Cool tablet,401
t-488481,Mason Rose,mason.rose@example.com,+1-620-958-0253x41855,"7722 Michael Village Suite 554, Markchester, NY 30051",Fancy camera,725
t-141928,Joseph Johnson,joseph.johnson@example.com,001-562-362-5619,"02931 Richard Overpass Suite 756, West Diana, NM 30297",Yet another laptop,823
t-809635,Jennifer Frederick,jennifer.frederick@example.com,+1-248-647-4086x213,"558 Stark Track Suite 894, New Katie, AZ 92226",Yet another laptop,81
t-617056,Victoria Willis,victoria.willis@example.com,320.611.6755x8307,"915 Krystal Mall, Bakerberg, SD 79371",Yet another laptop,818
t-103195,Michael Kelly,michael.kelly@example.com,+1-741-341-7337x2908,"154 Tina Canyon, Port Kelly, FM 20716",Fancy camera,780
t-397862,Kristin Turner,kristin.turner@example.com,+1-225-683-8197x3031,"Unit 5485 Box 6645, DPO AA 17316",Cool tablet,134
t-844048,Debra Bowers,debra.bowers@example.com,+1-971-989-5877,"2627 Harris Lodge Apt. 537, Clarkchester, AS 53642",Yet another laptop,366
t-290511,Raymond Rice,raymond.rice@example.com,957-213-2011x369,"12127 Baxter Wells, Lake Shaun, WI 49776",Cool tablet,731
t-476584,Ryan Hunt,ryan.hunt@example.com,001-797-716-2305x497,"676 Jonathan Bridge, Randallstad, TX 30354",Yet another laptop,125
t-125350,Shelby Turner,shelby.turner@example.com,(604)505-6355x400,"14613 Sean Parkway, Danielfort, AL 85946",Yet another laptop,552
t-271269,Natasha Hardy,natasha.hardy@example.com,001-601-305-3576x626,"9331 Charles Junctions Apt. 956, North Colleen, AK 90693",Cool tablet,1168
t-473488,Cathy Campos,cathy.campos@example.com,001-400-726-7970,"PSC 9631, Box 2681, APO AP 97390",Yet another laptop,1027
t-249942,Michael Freeman,michael.freeman@example.com,+1-344-254-3938x5291,"479 Carey Station Suite 636, Michaelshire, MH 62247",Cool tablet,1192
t-838017,Melanie Glover,melanie.glover@example.com,+1-325-573-7959x47503,"3012 Matthew Turnpike Apt. 706, Port Marcburgh, MN 02649",Fancy camera,51
t-879837,William Bell,william.bell@example.com,313.997.2540,"1995 Justin Cove Suite 050, Port Karenburgh, UT 50420",Fancy camera,1029
t-595207,Jerry Pearson,jerry.pearson@example.com,901-662-0861x0749,"3922 Shannon Shoal, Hoganburgh, PW 03197",Yet another laptop,1040
t-740840,Christy Watson,christy.watson@example.com,479.326.9097x6641,"PSC 2307, Box 7170, APO AP 05793",Cool tablet,919
t-511334,Brandy Dunlap,brandy.dunlap@example.com,+1-259-760-2158x8071,"21064 Karen Hill, West Zacharyport, TN 77523",Yet another laptop,260
t-440496,Lauren Hamilton,lauren.hamilton@example.com,+1-358-529-5753x921,"1804 Aaron Turnpike, North Aliciahaven, HI 47366",Cool tablet,731
t-861074,Bonnie Price,bonnie.price@example.com,+1-459-545-0503,"087 Mary Bypass Apt. 155, Port Travis, WY 52183",Retro mobile phone,732
t-986174,Corey Jones,corey.jones@example.com,(942)569-5043x767,"33599 Deborah Heights, Jacobmouth, PR 47272",Retro mobile phone,193
t-931961,Alex Stafford,alex.stafford@example.com,338.893.9394x261,"Unit 7779 Box 3564, DPO AP 90416",Nice headphones,175
t-928788,Seth Hernandez,seth.hernandez@example.com,823-901-3278x31135,"4493 Veronica Garden, Patrickchester, FL 70244",Yet another laptop,561
t-468443,Christina Bennett,christina.bennett@example.com,788-253-9118x4134,"39652 White Turnpike, North Alan, FM 56013",Retro mobile phone,1118
t-865379,Kimberly Mcdonald,kimberly.mcdonald@example.com,001-678-881-0213x9275,"44512 Odom Road Suite 247, New Melissaberg, SC 22964",Retro mobile phone,1034
t-783557,John Austin,john.austin@example.com,+1-870-983-1614,"77413 Rojas Stravenue Suite 797, Gloriafort, FL 61296",Yet another laptop,210
t-666876,Deanna Martinez,deanna.martinez@example.com,304-984-6116,"1506 Kristin Groves, South Meganchester, NJ 49623",Retro mobile phone,94
t-602000,Caitlin Bradshaw,caitlin.bradshaw@example.com,+1-496-759-1543x842,"69322 James Flat, Kingland, MS 45063",Retro mobile phone,895
t-858730,Tracie Martinez,tracie.martinez@example.com,627-494-9908x02823,"671 Roy Rapids Apt. 093, Yoderchester, OH 48349",Fancy camera,620
t-809686,James Hernandez,james.hernandez@example.com,001-271-417-4489x1402,"PSC 9415, Box 2901, APO AA 54115",Cool tablet,1188
t-503762,Sierra Decker,sierra.decker@example.com,844-743-6310x46812,"725 Charles Light Suite 383, Ortegaland, SC 37064",Fancy camera,835
t-946761,Brian Ramirez,brian.ramirez@example.com,(776)831-3013,"2043 Williams Tunnel Apt. 046, Amandachester, ME 03806",Retro mobile phone,318
t-559982,Cody Martin,cody.martin@example.com,295-474-3686x9328,"95502 Andrew Islands, South Danny, ID 87658",Retro mobile phone,941
t-315652,Desiree Schultz,desiree.schultz@example.com,832.268.3158,"2553 Chavez Mountains, Morganfort, TX 85877",Nice headphones,790
t-594792,Christopher Morgan,christopher.morgan@example.com,(217)419-8392,"987 Jeffrey Flat Suite 209, New Charles, WY 99338",Nice headphones,686
t-164784,Richard Robinson,richard.robinson@example.com,+1-240-516-5931x43287,"683 Michael Pines, Carolynshire, VI 94391",Cool tablet,799
t-394702,Lori Mercer,lori.mercer@example.com,+1-829-312-8297x4524,"23813 Stafford Turnpike, Tuckerside, MT 91972",Yet another laptop,822
t-727107,Ryan Simmons,ryan.simmons@example.com,001-874-535-6663x3924,"703 Gonzales Well, Lake Katieville, IA 81776",Nice headphones,965
t-796354,Kristopher Stuart,kristopher.stuart@example.com,+1-526-918-5932x7759,"72375 Gary Avenue, East John, CO 29640",Retro mobile phone,482
t-763000,Matthew Clark,matthew.clark@example.com,705-946-4983x5766,"0021 Angela Passage Apt. 797, Vegashire, MT 24372",Fancy camera,212
t-249410,Matthew Davis,matthew.davis@example.com,827.581.0697,"18362 Medina Village Suite 144, Maryside, VI 57652",Retro mobile phone,249
t-917404,Carla Rowland,carla.rowland@example.com,555-493-4917,"241 Scott Summit, Lake Jasminchester, CO 67688",Fancy camera,786
t-170606,Helen Russell,helen.russell@example.com,(686)420-5233x6258,"2424 Johnson Squares Suite 239, Kristenport, NJ 08066",Nice headphones,983
t-848845,Richard Garrett,richard.garrett@example.com,(587)813-0590x042,"764 Gavin Gateway, Johnbury, LA 78198",Cool tablet,115
t-562219,Cynthia Daugherty,cynthia.daugherty@example.com,001-595-775-9271,"5300 Tamara Run, Carsonton, NE 87244",Yet another laptop,700
t-447478,Christina Lewis,christina.lewis@example.com,+1-776-414-2717x827,"Unit 0011 Box 5976, DPO AA 89763",Yet another laptop,559
t-404864,Yolanda Graham,yolanda.graham@example.com,(860)564-8723,"8397 Taylor Burgs, New Brianbury, MD 04671",Retro mobile phone,331
t-599359,Susan Figueroa,susan.figueroa@example.com,001-673-274-5088,"307 Huerta Isle, New Marissaview, NE 38364",Cool tablet,455
t-140689,Sandra Harvey,sandra.harvey@example.com,(577)257-0048,"91957 Kimberly Pass Apt. 521, Joshuaville, AS 01122",Nice headphones,946
t-680628,Heather Keller,heather.keller@example.com,001-726-936-3237x6331,"529 Cody Knoll, Johnport, CT 92377",Retro mobile phone,960
t-287782,Laura Quinn MD,laura.quinn@example.com,654-446-6914x0234,"950 Maria Creek, Brianton, GA 53646",Fancy camera,1104
t-853294,Cody Hopkins,cody.hopkins@example.com,001-891-848-3286,"48151 Tate Shoals, Juanberg, NM 29073",Yet another laptop,1028
t-804246,Audrey Chambers,audrey.chambers@example.com,725.627.1402x388,"7344 Andrea Place Apt. 717, Lake Matthewbury, OK 17443",Fancy camera,526
t-147855,Steven Lam,steven.lam@example.com,001-957-878-5867x89287,"77839 Michael Garden, West Kayla, PR 34025",Retro mobile phone,644
t-863210,Eric Drake,eric.drake@example.com,001-455-292-8602x0078,"7291 Justin Ridge, Brownberg, NJ 60533",Cool tablet,980
t-920898,Tara Tucker,tara.tucker@example.com,001-903-925-8435x3058,"Unit 1697 Box 7941, DPO AP 49035",Fancy camera,1025
t-763668,Maria Vasquez,maria.vasquez@example.com,(314)512-1990x7862,"062 Robinson Terrace, West Christopher, TN 86397",Retro mobile phone,1174
t-513142,Taylor Lee,taylor.lee@example.com,+1-846-616-0910x022,"2033 Christopher Garden Suite 552, New Cory, DE 57584",Nice headphones,771
t-936379,Ana Taylor,ana.taylor@example.com,(982)350-4739x354,"25617 Harris Dale, North Carolyn, PR 74186",Nice headphones,69
t-821601,Gary Hall,gary.hall@example.com,+1-867-878-7309x2490,"133 Patrick Ridge, East Desiree, KY 39514",Nice headphones,518
t-228790,Alexander Kelly,alexander.kelly@example.com,9985717936,"1021 Thompson Parks Apt. 436, East Patrick, MS 73095",Cool tablet,628
t-198627,Jason Reyes,jason.reyes@example.com,6383825668,"819 James Meadow Apt. 046, Kennedyville, MI 18428",Retro mobile phone,921
t-190808,Matthew Patterson,matthew.patterson@example.com,876-595-9840x8125,"46818 Tonya Locks, Shahmouth, MH 69716",Retro mobile phone,1052
t-398747,George Johnson,george.johnson@example.com,001-781-473-0946x85020,"3994 David Tunnel, East Douglas, VT 54595",Fancy camera,969
t-347523,James Anderson,james.anderson@example.com,+1-785-642-2977x22943,"0100 Roach Ramp, Port Belinda, MO 62432",Nice headphones,546
t-673860,Jessica Anderson,jessica.anderson@example.com,+1-921-695-0613,"586 Kimberly Mews, Jasonview, MT 45992",Yet another laptop,936
t-944622,Isaac Atkinson,isaac.atkinson@example.com,+1-675-298-3270x038,"710 Franklin Points Apt. 373, Lake Timothyview, TN 12624",Nice headphones,795
t-658280,Erin Miller,erin.miller@example.com,8212224059,"37265 Jill Neck Apt. 860, Brandonfort, OH 71578",Retro mobile phone,180
t-274955,Alison Rogers,alison.rogers@example.com,(313)826-1341,"4133 Sheila Canyon, Lake Elizabethberg, AR 64957",Nice headphones,1027
t-592272,Melissa Brown,melissa.brown@example.com,+1-782-501-8610x26110,"461 Joy Walks Suite 567, Hollandburgh, MO 67785",Fancy camera,456
t-171708,Jennifer Torres,jennifer.torres@example.com,001-976-573-1652x1181,"460 Andrew Row Suite 992, Port Michealfort, NH 32492",Retro mobile phone,948
t-111943,Eugene Cunningham,eugene.cunningham@example.com,001-381-880-9945x929,"19546 Frye Springs, New Steven, KY 52856",Retro mobile phone,177
t-483367,Joseph Chambers,joseph.chambers@example.com,716.954.2252x4148,"79759 Ruiz Crossroad Apt. 625, New Lawrenceview, FL 91041",Fancy camera,558
t-922122,Frank Reeves,frank.reeves@example.com,4596670877,"76090 Christopher Station Apt. 117, Lake Timothy, MD 60451",Retro mobile phone,454
t-704735,Thomas Harrison,thomas.harrison@example.com,7384059653,"USNS Castillo, FPO AE 62971",Yet another laptop,601
t-975644,Samantha Cooper,samantha.cooper@example.com,(513)365-5725,"768 Jeffrey Club Apt. 411, Johnsonview, VI 25425",Retro mobile phone,99
t-290116,Michael Mitchell,michael.mitchell@example.com,(350)568-3351,"9674 Hansen Estate, Lake Andrewfort, AS 29428",Retro mobile phone,752
t-204687,Cristina Olsen,cristina.olsen@example.com,472.933.3552x78509,"991 Reyes Street, Henryborough, RI 42502",Yet another laptop,406
t-550595,Wanda Baker,wanda.baker@example.com,(515)410-4878x1187,"3629 Peters Underpass Suite 484, Tyronechester, WV 20570",Retro mobile phone,576
t-648599,Kelly Soto,kelly.soto@example.com,(808)675-5703,"95148 Robert Manor, Foxfort, WY 35939",Nice headphones,1159
